batch_number,production_line,done,created_at,updated_at,deleted_at
ST2_2024_10_059,5,2024-10-30 00:00:00,,,
ST2_2024_10_060,5,2024-10-31 00:00:00,,,
ST2_2024_10_061,5,2024-11-01 00:00:00,,,
ST2_2024_10_062,5,2024-11-01 00:00:00,,,
ST2_2024_10_063,5,2024-11-02 00:00:00,,,
ST2_2024_10_064,5,2024-11-03 00:00:00,,,
ST2_2024_10_065,5,2024-11-04 00:00:00,,,
ST2_2024_10_066,5,2024-11-05 00:00:00,,,
ST2_2024_10_067,5,2024-11-06 00:00:00,,,
ST2_2024_10_068,5,2024-11-07 00:00:00,,,
ST2_2024_10_069,5,2024-11-08 00:00:00,,,
ST2_2024_11_070,5,2024-11-09 00:00:00,,,
ST2_2024_11_071,5,2024-11-10 00:00:00,,,
ST2_2024_11_072,5,2024-11-11 00:00:00,,,
ST2_2024_11_073,5,2024-11-12 00:00:00,,,
ST2_2024_11_074,5,2024-11-12 00:00:00,,,
ST2_2024_11_075,5,2024-11-13 00:00:00,,,
ST2_2024_11_076,5,2024-11-14 00:00:00,,,
ST2_2024_11_077,5,2024-11-15 00:00:00,,,
ST2_2024_11_078,5,2024-11-16 00:00:00,,,
ST2_2024_11_079,5,2024-11-17 00:00:00,,,
ST2_2024_11_080,5,2024-11-18 00:00:00,,,
ST2_2024_11_081,5,2024-11-19 00:00:00,,,
ST2_2024_11_082,5,2024-11-20 00:00:00,,,
ST2_2024_11_083,5,2024-11-21 00:00:00,,,
ST2_2024_11_084,5,2024-11-21 00:00:00,,,
ST2_2024_11_085,5,2024-11-22 00:00:00,,,
ST2_2024_11_086,5,2024-11-23 00:00:00,,,
ST2_2024_11_087,5,2024-11-24 00:00:00,,,
ST2_2024_11_088,5,2024-11-25 00:00:00,,,
ST2_2024_11_089,5,2024-11-26 00:00:00,,,
ST2_2024_11_090,5,2024-11-27 00:00:00,,,
ST2_2024_11_091,5,2024-11-28 00:00:00,,,
ST2_2024_11_092,5,2024-11-29 00:00:00,,,
ST2_2024_11_093,5,2024-11-30 00:00:00,,,
ST2_2024_11_094,5,2024-11-30 00:00:00,,,
ST2_2024_11_095,5,2024-12-01 00:00:00,,,
ST2_2024_11_096,5,2024-12-02 00:00:00,,,
ST2_2024_11_097,5,2024-12-03 00:00:00,,,
ST2_2024_11_098,5,2024-12-04 00:00:00,,,
ST2_2024_11_099,5,2024-12-05 00:00:00,,,
ST2_2024_11_100,5,2024-12-06 00:00:00,,,
ST2_2024_11_101,5,2024-12-07 00:00:00,,,
ST2_2024_11_102,5,2024-12-08 00:00:00,,,
ST2_2024_12_103,5,2024-12-09 00:00:00,,,
ST2_2024_12_104,5,2024-12-10 00:00:00,,,
ST2_2024_12_105,5,2024-12-11 00:00:00,,,
ST2_2024_12_106,5,2024-12-11 00:00:00,,,
ST2_2024_12_107,5,2024-12-13 00:00:00,,,
ST2_2024_12_108,5,2024-12-14 00:00:00,,,
ST2_2024_12_109,5,2024-12-14 00:00:00,,,
ST2_2024_12_110,5,2024-12-15 00:00:00,,,
ST2_2024_12_111,5,2024-12-16 00:00:00,,,
ST2_2024_12_112,5,2024-12-17 00:00:00,,,
ST2_2024_12_113,5,2024-12-18 00:00:00,,,
ST2_2024_12_114,5,2024-12-19 00:00:00,,,
ST2_2024_12_115,5,2024-12-20 00:00:00,,,
ST2_2024_12_116,5,2024-12-21 00:00:00,,,
ST2_2024_12_117,5,2024-12-21 00:00:00,,,
ST2_2024_12_118,5,2024-12-22 00:00:00,,,
ST2_2024_12_119,5,2024-12-23 00:00:00,,,
ST2_2024_12_120,5,2024-12-26 00:00:00,,,
ST2_2024_12_121,5,2024-12-24 00:00:00,,,
ST2_2024_12_122,5,2024-12-25 00:00:00,,,
ST2_2024_12_123,5,2024-12-27 00:00:00,,,
ST2_2024_12_124,5,2024-12-28 00:00:00,,,
ST2_2024_12_125,5,2024-12-29 00:00:00,,,
ST2_2024_12_126,5,2024-12-30 00:00:00,,,
ST2_2024_12_127,5,2024-12-31 00:00:00,,,
ST2_2024_12_128,5,2024-12-31 00:00:00,,,
ST2_2024_12_129,5,2025-01-01 00:00:00,,,
ST2_2024_12_130,5,2025-01-02 00:00:00,,,
ST2_2024_12_131,5,2025-01-03 00:00:00,,,
ST2_2024_12_132,5,2025-01-04 00:00:00,,,
ST2_2024_12_133,5,2025-01-05 00:00:00,,,
ST2_2024_12_134,5,2025-01-06 00:00:00,,,
ST2_2024_12_135,5,2025-01-07 00:00:00,,,
ST2_2024_12_136,5,2025-01-08 00:00:00,,,
ST2_2025_01_137,5,2025-01-09 00:00:00,,,
ST2_2025_01_138,5,2025-01-10 00:00:00,,,
ST2_2025_01_139,5,2025-01-10 00:00:00,,,
ST2_2025_01_140,5,2025-01-11 00:00:00,,,
ST2_2025_01_141,5,2025-01-12 00:00:00,,,
ST2_2025_01_142,5,2025-01-13 00:00:00,,,
ST2_2025_01_143,5,2025-01-14 00:00:00,,,
ST2_2025_01_144,5,2025-01-15 00:00:00,,,
ST2_2025_01_145,5,2025-01-16 00:00:00,,,
ST2_2025_01_146,5,2025-01-17 00:00:00,,,
ST2_2025_01_147,5,2025-01-18 00:00:00,,,
ST2_2025_01_148,5,2025-01-19 00:00:00,,,
ST2_2025_01_149,5,2025-01-20 00:00:00,,,
ST2_2025_01_150,5,2025-01-20 00:00:00,,,
ST2_2025_01_151,5,2025-01-21 00:00:00,,,
ST2_2025_01_152,5,2025-01-22 00:00:00,,,
ST2_2025_01_153,5,2025-01-23 00:00:00,,,
ST2_2025_01_154,5,2025-01-24 00:00:00,,,
ST2_2025_01_155,5,2025-01-25 00:00:00,,,
ST2_2025_01_156,5,2025-01-26 00:00:00,,,
ST2_2025_01_157,5,2025-01-27 00:00:00,,,
ST2_2025_01_158,5,2025-01-28 00:00:00,,,
ST2_2025_01_159,5,2025-01-28 00:00:00,,,
ST2_2025_01_160,5,2025-01-29 00:00:00,,,
ST2_2025_01_161,5,2025-01-30 00:00:00,,,
ST2_2025_01_162,5,2025-01-31 00:00:00,,,
ST2_2025_01_163,5,2025-02-01 00:00:00,,,
ST2_2025_01_164,5,2025-02-02 00:00:00,,,
ST2_2025_01_165,5,2025-02-03 00:00:00,,,
ST2_2025_01_166,5,2025-02-04 00:00:00,,,
ST2_2025_01_167,5,2025-02-05 00:00:00,,,
ST2_2025_01_168,5,2025-02-06 00:00:00,,,
ST2_2025_01_169,5,2025-02-06 00:00:00,,,
ST2_2025_01_170,5,2025-02-07 00:00:00,,,
ST2_2025_01_171,5,2025-02-08 00:00:00,,,
ST2_2025_02_172,5,2025-02-09 00:00:00,,,
ST2_2025_02_173,5,2025-02-10 00:00:00,,,
ST2_2025_02_174,5,2025-02-11 00:00:00,,,
ST2_2025_02_175,5,2025-02-12 00:00:00,,,
ST2_2025_02_176,5,2025-02-13 00:00:00,,,
ST2_2025_02_177,5,2025-02-14 00:00:00,,,
ST2_2025_02_178,5,2025-02-15 00:00:00,,,
ST2_2025_02_179,5,2025-02-16 00:00:00,,,
ST2_2025_02_180,5,2025-02-16 00:00:00,,,
ST2_2025_02_181,5,2025-02-17 00:00:00,,,
ST2_2025_02_182,5,2025-02-18 00:00:00,,,
ST2_2025_02_183,5,2025-02-19 00:00:00,,,
ST2_2025_02_184,5,2025-02-20 00:00:00,,,
ST2_2025_02_185,5,2025-02-21 00:00:00,,,
ST2_2025_02_186,5,2025-02-22 00:00:00,,,
ST2_2025_02_187,5,2025-02-23 00:00:00,,,
ST2_2025_02_188,5,2025-02-24 00:00:00,,,
ST2_2025_02_189,5,2025-02-25 00:00:00,,,
ST2_2025_02_190,5,2025-02-26 00:00:00,,,
ST2_2025_02_191,5,2025-02-27 00:00:00,,,
ST2_2025_02_192,5,2025-02-28 00:00:00,,,
ST2_2025_02_193,5,2025-03-01 00:00:00,,,
ST2_2025_02_194,5,2025-03-01 00:00:00,,,
ST2_2025_02_195,5,2025-03-02 00:00:00,,,
ST2_2025_02_196,5,2025-03-03 00:00:00,,,
ST2_2025_02_197,5,2025-03-04 00:00:00,,,
ST2_2025_02_198,5,2025-03-05 00:00:00,,,
ST2_2025_02_199,5,2025-03-06 00:00:00,,,
ST2_2025_02_200,5,2025-03-07 00:00:00,,,
ST2_2025_02_201,5,2025-03-08 00:00:00,,,
ST2_2025_03_202,5,2025-03-09 00:00:00,,,
ST2_2025_03_203,5,2025-03-10 00:00:00,,,
ST2_2025_03_204,5,2025-03-10 00:00:00,,,
ST2_2025_03_205,5,2025-03-11 00:00:00,,,
ST2_2025_03_206,5,2025-03-12 00:00:00,,,
ST2_2025_03_207,5,2025-03-13 00:00:00,,,
ST2_2025_03_208,5,2025-03-14 00:00:00,,,
ST2_2025_03_209,5,2025-03-15 00:00:00,,,
ST2_2025_03_210,5,2025-03-16 00:00:00,,,
ST2_2025_03_211,5,2025-03-17 00:00:00,,,
ST2_2025_03_212,5,2025-03-17 00:00:00,,,
ST2_2025_03_213,5,2025-03-18 00:00:00,,,
ST2_2025_03_214,5,2025-03-19 00:00:00,,,
ST2_2025_03_215,5,2025-03-20 00:00:00,,,
ST2_2025_03_216,5,2025-03-21 00:00:00,,,
ST2_2025_03_217,5,2025-03-22 00:00:00,,,
ST2_2025_03_218,5,2025-03-23 00:00:00,,,
ST2_2025_03_219,5,2025-03-24 00:00:00,,,
ST2_2025_03_220,5,2025-03-25 00:00:00,,,
ST2_2025_03_221,5,2025-03-26 00:00:00,,,
ST2_2025_03_222,5,2025-03-27 00:00:00,,,
ST2_2025_03_223,5,2025-03-28 00:00:00,,,
ST2_2025_03_224,5,2025-03-28 00:00:00,,,
ST2_2025_03_225,5,2025-03-29 00:00:00,,,
ST2_2025_03_226,5,2025-03-30 00:00:00,,,
ST2_2025_03_227,5,2025-03-31 00:00:00,,,
ST2_2025_03_228,5,2025-04-01 00:00:00,,,
ST2_2025_03_229,5,2025-04-02 00:00:00,,,
ST2_2025_03_230,5,2025-04-03 00:00:00,,,
ST2_2025_03_231,5,2025-04-04 00:00:00,,,
ST2_2025_03_232,5,2025-04-05 00:00:00,,,
ST2_2025_03_233,5,2025-04-06 00:00:00,,,
ST2_2025_03_234,5,2025-04-07 00:00:00,,,
ST2_2025_03_235,5,2025-04-08 00:00:00,,,
ST2_2025_03_236,5,2025-04-09 00:00:00,,,
ST2_2025_04_237,5,2025-04-10 00:00:00,,,
